Aircraft,CabinFlown,CabinStaffService,DateFlown,FoodAndBeverages,GroundService,InflightEntertainment,Recommended,Route,SeatComfort,Textchunk,TypeOfTraveller,ValueForMoney,WifiAndConnectivity 
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,5.0,Southend to Amsterdam return day trip on 28th April. Quick security check and a nice cooked breakfast at Southend. Outbound flight at 07.25 was just 45 minutes and inbound flight at 21.45 was just 40 minutes. Took off from Amsterdam about 15 minutes late but managed to make up lost time and landed back at Southend 5 minutes early. Cabin crew on both flights were friendly professional and efficient. Didn't bother buying any snacks or drinks as it was just a quick hop. Overall another brilliant experience with Easyjet and would fly with them and from Southend again.,nan,5.0,nan
nan,Economy Class,5.0,nan,3.0,nan,nan,yes,nan,4.0,U2 1378 12 April 2015. U2 1561 12 April 2015. U2 4971 20 April 2015. I have not taken this airline for over 6 years or more. From online check in to bag drop to boarding and on board service the staff were charming and smiling. It has come a long way indeed even the uniforms look professional. Obviously they are doing something right and keeping prices low cost! Every flight was on time.,nan,5.0,nan
nan,Economy Class,4.0,nan,4.0,nan,nan,yes,nan,4.0,19th April Manchester to Geneva and returned Monday Geneva to Manchester Flights 1949 and 1952. Booking was easy to do and very clear on the website. Good price for flights. Check-in was quick and so was bag drop. Onboard staff very good.,nan,4.0,nan
nan,Economy Class,3.0,nan,5.0,nan,nan,no,nan,3.0,Flight 2603 8/4/15. The plane and seats were clean and the cabin crew were very helpful and attentive but the ground staff at Milan airport were bad and very disorganised. We started to board and wait in the queue for the bus to take us to the plane instead of having the bus ready we waited in the lines for 30 mins while they organised buses. Why board guests when the bus is not ready is beyond me.,nan,4.0,nan
nan,Economy Class,1.0,nan,1.0,nan,nan,no,nan,3.0,EDI-CDG. Booking the flight online with Easyjet was simple and quick. The experience at the airport was busy and chaotic and ground staff were miserable looking and abrupt with some passengers. Flights on both routes was on time which was good but the cabin staff were poor in their duties and also miserable looking and not very welcoming. I would not use this airline again and would rather pay more for a better experience.,nan,2.0,nan
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,4.0,ATH-MAN 8th April. No queue at bag drop off and boarded on time although we had a 1 hour delay due to air traffic control strike. Captain kept us constantly updated. Plane clean and well maintained. The cabin crew were efficient and friendly offering BOB (twice) and duty free. No complaints at all.,nan,5.0,nan
nan,Economy Class,5.0,nan,5.0,nan,nan,yes,nan,4.0,MAN-ATH 17th April. Flight left and arrived on time. As on the outbound flight the plane was clean and well maintained. The Captain was particularly informative pointing out places of interest. Once again the cabin crew were hardworking and friendly. Another excellent value for money flight.,nan,5.0,nan
A319,Economy Class,1.0,August 2015,1.0,1.0,nan,no,Gatwick to Aberdeen,1.0,"Easyjet are good in the air but awful elsewhere. They cancelled the flight to Aberdeen on Monday. About 10 minutes after they had directed all the passengers to the gate, (3 hours late) the flight was cancelled and 200 passengers were told to go and see the customer services agent in the departure area. Of course there was no one there. Eventually a single rep turned up and had to deal with us all. After 30 minutes those with no baggage we were led away, those of us with hold bags waited another 30 minutes before we could reclaim our bags and join the queue for a taxi to the Copthorne Hotel. The promised a shuttle bus but it never materialised. The boarding passes issued for the replacement flight the following day sent all passengers to the wrong terminal. It takes longer to get from the Gatwick runway to the terminal exits than it does to fly from Aberdeen to Gatwick. There is always a palava getting off, no steps, no chocks. Too windy. Then a bus to the wrong terminal: the final insult. As I sit here waiting for the flight home easyJet are once again apologising for the late departure of the flight to Gatwick. Not their fault: it never is.",Business,3.0,nan
A319,Economy Class,4.0,August 2015,nan,4.0,nan,yes,Luton to Inverness,1.0,"LTN-INV-LTN. The easyJet A319 fleet is really showing its age, particularly where seats are concerned. On the outward leg, every time the chap next to me moved in his seat, mine moved with it, and vice versa. On return leg, the cloth behind the in flight tray was severley worn. Departed 1 hour late from LTN, due to late arrival of inbound aircraft. Bad weather was delaying all departures and arrivals. Quick turn around on the ground at Luton however, good hard working crew, and the run u to Inverness only took 1 hour, despite it being timed at 1hr 25m. Inbound early to arrive at INV, so early departure and early arrival at LTN, again flight time less than the 1hr 20m scheduled. Good crew again. Fourth easyJet flight in a period of 3 weeks, and can't really knock them. Only chose easyJet as BA does not fly this route anymore. LTN to INV flights were cheaper than LGW to INV.",Couple Leisure,2.0,nan
nan,Economy Class,1.0,June 2015,nan,1.0,nan,no,Larnaca to London,1.0,"Seats were hard, felt stiff after a 4 hour flight. Not comfortable at all, and they had the cabin heat turned right up. At Larnaca airport queued for over an hour, standing even after check in and security. The airport and easyJet were a let down. easyJet is only good for a 1-2 hour flight.",Solo Leisure,3.0,nan
A319/320,Economy Class,3.0,August 2015,nan,3.0,nan,yes,Southend to Amsterdam,1.0,"Opted for easyJet as the price was half my preferred airport and airline option. Even with the travel time and train or car park extras it was worth the saving. Hand bags only, so nothing to check in, but it wouldn't have been a problem as there were so few people at the check in desks. Southend Airport only has around 20 flights a day so it wasn't crowded except when we queued for our flight. Boarding was slow as they made most people check that their bag fitted in the measuring device. Onboard you could see why as there wasn't much space for bags if you were late. We were two thirds of the way in the queue and just managed to get our bags in, but some rows from the seats. I wish we'd been with our bags further up as we had parents with a toddler behind us that kept kicking the seat, putting it's hands through the gap etc. I know this wasn't easyJet's fault, but glad it was only a short flight. Despite the short length, the seats are still hard and lack neck support. So glad to get off at the end. At Amsterdam it was a new experience using the ""G"" gates. These are low cost I assume as we had to up and down stairs in the terminal as well as from the plane Coming back we got to the gate earlyish so we were in the queue to get onboard quickly and got our bags above our seats. Prompt loading and good to see the crew helping load bags to get the flight away on time. Looong taxi to the runway. Took 10 mins to pass the ""regular"" D gates BA/KLM use for UK flights. However departure was ontime and with flying time of 35 mins back to Southend, can't complain. Off the plane and through immigration in about 10 mins. Easyjet offer a bus service in the air, a no frills trip. It's fine as it got us from A to B and back again but could improve the comfort of it's seats. The seats are the only thing you will have interaction with if you don't check in a bag or buy some of the overpriced on board food, so it would do them a world of good to improve the comfort of them.",Couple Leisure,3.0,nan
